Unit#, Date/Time, RF_PMT, RF_Ref, GF_PMT, GF_REF, BF_PMT, BF_REF, RB_PMT, RB_REF, GB_PMT, GB_REF, BB_PMT, BB_REF,Temp ,Pressure, RH%,  PMT DARK, Forw Dark Ref, Back Dark Ref, Back scatt Red, Back scatt Green, Back scatt Blue , Total scatt Red, Total scatt Green, Total scatt Blue, Fan RPM
IN1024,25/45/165 45:122:43,6494764,25215811,5295363,10332421,8139440,17074557,3685650,50073156,3290269,18229860,4592709,35513850,38.18,98.82,1.7,2514973,2517877,2500712,12.101609074075,9.838234413356,8.879964939959,47.245264497680,46.096833396904,38.598415399797,0
IN1024,25/45/165 45:123:11,6474447,25200563,5289594,10329889,8156006,17069857,3681642,50039913,3291330,18224517,4591101,35499642,38.24,98.83,0.8,2512179,2517895,2501112,12.095891218442,9.936602252272,8.903352611274,47.008148314770,46.145117109902,38.877887551766,0
IN1024,25/45/165 45:123:38,6474171,25187739,5280221,10327045,8141859,17064393,3679880,50011401,3289509,18218448,4587423,35489322,38.30,98.83,0.0,2515341,2516339,2499406,12.031549796854,9.825102872454,8.837967297416,46.921577320501,45.740472513097,38.624676729415,0
IN1024,25/45/165 45:124:6,6466999,25176027,5287359,10324746,8104050,17061125,3676826,49988327,3295732,18213378,4588366,35478701,38.35,98.82,-0.5,2519387,2518790,2501611,11.933310595611,9.886554158294,8.815624408459,46.687443707420,45.919782497674,38.126456197690,0
IN1024,25/45/165 45:124:34,6457368,25170050,5289702,10321963,8119191,17055715,3685112,49977574,3295315,18210585,4587306,35468263,38.40,98.81,-0.9,2515436,2517468,2500500,12.124541466123,9.974070395532,8.856478908197,46.803487632165,46.175357463373,38.419966419494,0
IN1024,25/45/165 45:125:2,6445320,25153370,5266853,10318082,8047018,17049921,3683321,49947938,3289994,18207608,4577302,35457647,38.45,98.81,-1.4,2515742,2515801,2498656,12.103449747103,9.842970749015,8.752720666534,46.630627954009,45.499033525241,37.462129622732,0
IN1024,25/45/165 45:125:29,6421294,25141896,5244379,10316421,8056916,17047481,3680780,49927670,3290647,18202867,4581354,35448675,38.48,98.82,-1.7,2514085,2515158,2498024,12.097398544195,9.902707783594,8.820421415277,46.304282961091,45.059287968523,37.677896630891,0
IN1024,25/45/165 45:125:57,6399645,25132282,5213652,10313748,7946439,17042087,3679998,49908334,3291617,18195261,4583932,35439830,38.53,98.81,-2.0,2514064,2512448,2496075,12.092982199188,9.934247849644,8.855810143995,45.980910354199,44.341996984518,36.394183388083,0
IN1024,25/45/165 45:126:25,6407884,25123034,5249311,10311257,7976992,17036246,3681145,49890579,3286930,18192935,4586697,35433129,38.58,98.81,-2.2,2519269,2513992,2497456,12.038515145523,9.704663216567,8.836366876304,46.003318159946,44.891465839811,36.715878129815,0
IN1024,25/45/165 45:126:52,6397912,25115541,5212430,10310469,7936832,17036703,3680496,49876313,3291258,18189740,4580845,35426597,38.61,98.82,-2.0,2520088,2515206,2498436,12.021850635526,9.792951198021,8.769512046076,45.841243176812,44.075606347645,36.157533114035,0
IN1024,25/45/165 45:127:20,6382888,25107065,5211258,10309239,7928517,17031679,3672471,49856230,3289229,18185846,4577066,35416906,38.63,98.79,-1.6,2519900,2513790,2497017,11.910023051998,9.754390385839,8.740398859312,45.517162924069,44.013683284057,36.050628480347,0
IN1024,25/45/165 45:127:48,6374158,25099832,5208923,10308335,7908909,17029394,3676345,49843319,3289418,18182002,4580551,35410113,38.67,98.80,-1.1,2520831,2512627,2496274,11.959584273711,9.740348021040,8.772099371145,45.431638686804,43.917601146180,35.839036901642,0
IN1024,25/45/165 45:128:15,6373610,25096319,5215854,10306815,7904013,17027390,3682482,49829610,3296223,18180912,4583656,35406670,38.69,98.81,-0.8,2524027,2512048,2496384,12.009712024710,9.827315575529,8.773280510138,45.430892125725,44.103662174902,35.748542260185,0
IN1024,25/45/165 45:128:43,6371343,25091221,5219631,10305793,7905556,17025460,3684086,49817091,3296069,18177008,4581786,35401709,38.72,98.81,-0.3,2524422,2514613,2498541,12.034180730710,9.822289829045,8.755277867699,45.434565809693,44.212558688292,35.766285706950,0
IN1024,25/45/165 45:129:11,6388953,25085375,5201247,10301642,7907480,17022503,3673312,49803568,3295767,18174705,4583598,35394856,38.76,98.80,0.1,2522225,2512959,2496760,11.907718047583,9.868986464191,8.804140758055,45.630268645184,43.885490173133,35.872807156930,0
IN1024,25/45/165 45:129:39,6380210,25081780,5210972,10303529,7930440,17021416,3677166,49796713,3289511,18171643,4584967,35388647,38.75,98.80,0.7,2525620,2511458,2495307,11.916606468208,9.641249266577,8.784810663892,45.454356587459,43.783710819334,36.087638680530,0
IN1024,25/45/165 45:130:6,6390960,25074504,5223652,10301439,7949553,17017734,3680739,49781339,3295361,18169735,4578494,35383094,38.81,98.80,1.4,2523942,2510084,2493940,12.003008113720,9.822184139834,8.738336472816,45.752127574655,44.323224152728,36.305718457533,0
IN1024,25/45/165 45:130:34,6414555,25068217,5232776,10300573,8021686,17015154,3679535,49768775,3300951,18168321,4582753,35377945,38.82,98.81,2.1,2524340,2510169,2493817,11.982915941982,9.946654992449,8.782846364551,46.112777932132,44.668749112904,37.229384466634,0
IN1024,25/45/165 45:131:2,6396126,25066258,5221710,10298968,7948601,17012522,3680819,49758189,3295731,18163596,4583653,35373709,38.87,98.80,3.0,2528728,2511464,2495449,11.940644489298,9.727274851730,8.751832228057,45.722146479521,44.097476672945,36.281680016598,0
IN1024,25/45/165 45:131:29,6411479,25058484,5233946,10298295,7966470,17010395,3677491,49744825,3295300,18160899,4577443,35368449,38.89,98.81,3.9,2529557,2512427,2496611,11.882341195958,9.701859604625,8.679930022327,45.915288969730,44.365093991629,36.430105605815,0
IN1024,25/45/165 45:131:57,6398648,25053858,5232894,10295904,7968235,17009950,3678516,49733563,3295423,18159034,4580422,35363128,38.93,98.79,5.0,2531570,2510363,2494248,11.871446107307,9.658283017034,8.695996823418,45.679301844190,44.251231631592,36.439411305220,0
IN1024,25/45/165 45:132:25,6403966,25048958,5220570,10295163,7958087,17007734,3682913,49721801,3297099,18156647,4585378,35360386,38.96,98.79,6.0,2531050,2510676,2494446,11.951624329662,9.714061993155,8.758429036902,45.865431537590,44.027618295299,36.397811786088,0
IN1024,25/45/165 45:132:52,6414957,25045319,5243219,10294728,7989565,17006329,3687308,49710049,3299051,18153463,4585019,35354599,38.98,98.80,7.1,2536678,2513489,2497025,11.937842306734,9.632863447318,8.698293169632,45.953046704708,44.390203619166,36.668953065971,0
IN1024,25/45/165 45:133:20,6392918,25040677,5227649,10292841,7974805,17004232,3687604,49698019,3303505,18151814,4586499,35346481,38.98,98.80,8.1,2534468,2509185,2493532,11.979577018068,9.789381071575,8.741730057971,45.684403572477,44.199262744473,36.550660182040,0
IN1024,25/45/165 45:133:48,6414277,25035850,5242825,10291101,7987422,17001624,3689595,49686501,3303312,18149763,4590842,35343020,39.01,98.79,9.1,2535460,2509287,2493597,11.999802944960,9.764771993506,8.782546282300,46.038303790446,44.538638973686,36.746607741280,0
IN1024,25/45/165 45:134:15,6411553,25029653,5232204,10289738,7978809,16999071,3689449,49676120,3306944,18146084,4590830,35339296,39.05,98.79,9.9,2538532,2510333,2494484,11.954948557668,9.784125778161,8.753490279917,45.922324135910,44.243863433579,36.593717247150,0
IN1024,25/45/165 45:134:43,6414089,25026589,5241061,10288404,7964127,16999538,3689846,49663581,3303456,18142958,4587028,35333185,39.08,98.80,7.9,2539255,2509363,2493710,11.954421361559,9.686799166684,8.708253435882,45.956013863460,44.348990372045,36.355658132717,0
IN1024,25/45/165 45:135:11,6388600,25028821,5229246,10290180,7946138,16998980,3690995,49665622,3318515,18145630,4591869,35333682,39.11,98.80,5.0,2539174,2512207,2496166,11.973746162184,10.047438361273,8.764058802325,45.578039741747,44.431845198006,36.210999593781,0
IN1024,25/45/165 45:135:39,6403278,25023840,5230087,10287534,7966082,16995962,3689626,49656731,3308558,18143406,4693502,35330416,39.10,98.80,5.2,2537738,2508639,2492547,11.976528342488,9.842540891636,9.882126994689,45.837601176174,44.274444248343,37.584698398295,0
IN1024,25/45/165 45:136:6,6568851,25015558,5837945,10286655,11109049,16994166,4596524,49663369,4353402,18140864,8748975,35333640,39.10,98.79,5.7,2545554,2509728,2493300,25.787786315670,34.531734983925,53.830142909406,62.154647292083,83.681686916636,119.531063105000,0
IN1024,25/45/165 45:136:34,7131353,24985905,6421919,10279528,12520208,16986544,4665070,49616289,4464803,18134613,8779486,35325108,39.17,98.78,7.2,2543186,2511000,2494348,26.911418242805,37.262871327215,54.210147858804,72.258212497790,100.881950604356,137.113864268123,0
IN1024,25/45/165 45:137:2,7243873,24957428,6411050,10272838,12332485,16978609,4455986,49577915,4255727,18129968,8014036,35318957,39.26,98.79,7.8,2541805,2508564,2491856,23.740211314781,32.323756676047,45.920833661481,70.966507707779,95.763440572268,126.613102561566,0
IN1024,25/45/165 45:137:29,7208513,24938127,6285053,10269754,11694260,16972043,4310427,49556445,4065848,18122130,7248900,35315460,39.30,98.78,5.8,2548780,2509758,2493795,21.406666006530,27.659044416528,37.544880634152,68.033455048495,87.887523156303,110.474335775666,0
IN1024,25/45/165 45:137:57,7065705,24919460,6121571,10264627,11170309,16968236,4224393,49525322,3991894,18118176,7088196,35308740,39.39,98.79,5.0,2549004,2510883,2494294,20.096388498141,25.902287122515,35.809782645895,64.530474149424,82.183416597247,102.417008082347,0
IN1024,25/45/165 45:138:25,6996010,24910225,6041255,10264063,10850947,16965753,4203210,49506560,3956991,18114548,6978901,35300861,39.44,98.81,3.7,2547881,2509543,2492951,19.796678392098,25.101797667856,34.643733572871,63.172816415117,79.428285579638,97.395922631625,0
IN1024,25/45/165 45:138:53,6916345,24896545,5950283,10261495,10546936,16963912,4164263,49480891,3918836,18111926,6820269,35292271,39.54,98.78,2.2,2549049,2509576,2493386,19.193842598277,24.174094125787,32.926150141181,61.337246833307,76.268246298712,91.992778132110,0
IN1024,25/45/165 45:139:20,6886703,24889989,5875658,10262780,10341432,16962282,4133639,49453331,3884868,18108243,6685227,35283874,39.57,98.80,1.0,2554131,2511844,2495360,18.658272275500,23.253960806400,31.416280789894,60.279715136312,73.399044648771,87.951046175595,0
IN1024,25/45/165 45:139:48,6827331,24882102,5818387,10259591,10139239,16961101,4097222,49430760,3835180,18101061,6555530,35270552,39.59,98.78,0.3,2554122,2510334,2494663,18.108322271285,22.083230476834,30.025862618508,58.811331495091,70.839849037023,84.106396143870,0
IN1024,25/45/165 38:80:16,6782337,24876024,5787775,10259105,10067933,16958422,4112241,49405523,3873151,18098834,6673375,35268471,39.64,98.77,1.5,2555929,2510572,2494137,18.325646854429,22.951118800259,31.292917151248,58.308078671657,70.919486245593,84.506580703022,0
IN1024,25/45/165 38:80:43,6806164,24872115,5814213,10257856,10116528,16958080,4106328,49389616,3868273,18097710,6673282,35262059,39.66,98.80,2.3,2557555,2511139,2495247,18.217245254181,22.799084847503,31.282137643803,58.563702675475,71.395039368697,85.069704559526,0
IN1024,25/45/165 38:81:11,6806944,24864410,5808548,10257776,10087716,16955168,4101682,49371803,3856214,18093217,6626306,35255611,39.74,98.79,2.5,2558915,2510080,2494360,18.134072910743,22.488033573616,30.767588700257,58.492370077138,70.903237965691,84.204323382597,0
IN1024,25/45/165 38:81:39,6797331,24859621,5799142,10256761,10024380,16952277,4091537,49355228,3848364,18088407,6598125,35246763,39.75,98.80,2.3,2555753,2507109,2491482,18.032838891068,22.379466503196,30.502466416494,58.294277035542,70.620538820893,83.206848489396,0
IN1024,25/45/165 38:82:6,6782729,24851460,5792544,10255037,9988192,16951909,4096952,49341168,3831077,18086388,6558895,35244099,39.80,98.77,2.0,2560227,2509940,2493727,18.056848154714,21.870547336722,30.037747454704,58.050421284584,69.888587937022,82.272655190582,0
IN1024,25/45/165 38:82:34,6774318,24846591,5770123,10254239,9909633,16950066,4078499,49323714,3830001,18084975,6633839,35235910,39.84,98.79,1.7,2561092,2510520,2494622,17.767194058592,21.828633469137,30.856509492391,57.630133423600,69.287862914381,82.141259027471,0
IN1024,25/45/165 38:83:2,7892822,24841337,7107207,10254004,13234871,16951156,4131964,49308025,3847974,18082738,6521691,35230448,39.85,98.78,1.3,2568471,2513895,2498042,18.490576560446,22.093465805885,29.567683171813,75.986206232532,102.321191290877,121.195884803861,0
IN1024,25/45/165 38:83:29,7311448,24836222,6133063,10252232,10637369,16947173,4068483,49294016,3809948,18077300,6438256,35225505,39.92,98.78,0.9,2565172,2511776,2496101,17.565476366864,21.271456723532,28.700914134904,65.911788727722,77.598898355910,88.811912218143,0
IN1024,25/45/165 38:83:57,6878514,24830793,5822475,10251775,9979279,16944803,4069626,49280507,3808057,18078114,6422306,35218698,39.91,98.80,0.7,2567992,2511321,2496115,17.545448176587,21.155719488129,28.502215796040,59.000437747565,69.767307361193,80.587894907809,0
IN1024,25/45/165 38:84:25,6790092,24823896,5755936,10249829,9822947,16943485,4050843,49265968,3799198,18072796,6412659,35212608,39.96,98.76,0.3,2568150,2511773,2495255,17.260489486642,20.952140430292,28.408605707236,57.335126717786,67.949887102132,78.609024899140,0
IN1024,25/45/165 38:84:52,6829415,24820299,5764932,10249950,9836160,16940279,4059446,49252781,3803448,18071381,6405252,35209320,40.01,98.79,-0.1,2568113,2509500,2492796,17.399424694670,21.052171362244,28.328435705386,58.101948615091,68.247491208047,78.694774093192,0
IN1024,25/45/165 38:85:20,6768811,24820028,5756953,10248938,9859762,16941015,4066267,49253863,3802710,18069268,6407690,35206750,39.99,98.77,-0.4,2571677,2510695,2494388,17.450486212699,20.957000198041,28.322742120778,57.140168062238,67.891240527698,78.936827233174,0
IN1024,25/45/165 38:85:48,6756950,24809411,5751037,10245083,9791950,16936530,4058589,49232465,3805219,18065343,6412785,35201301,39.99,98.78,-0.8,2575693,2511585,2495084,17.279825076772,20.929095440812,28.341265216605,56.751650724190,67.666174312670,78.113473590883,0
IN1024,25/45/165 38:86:16,6756413,24804807,5738182,10243337,9753976,16936295,4054892,49224193,3800606,18063718,6416984,35198604,40.02,98.78,-1.3,2572714,2512087,2496560,17.273667806975,20.896231975496,28.425557468320,56.799625824220,67.413050911218,77.777195805973,0
IN1024,25/45/165 38:86:43,6740789,24800216,5724099,10242838,9742781,16934414,4056753,49214596,3800356,18061982,6378723,35190789,40.07,98.78,-1.9,2577087,2508684,2492676,17.238099283532,20.782783665646,27.967898022325,56.450802052266,66.816861946062,77.123157252761,0
IN1024,25/45/165 38:87:11,6751893,24798786,5720324,10242184,9726122,16932518,4061088,49208147,3799385,18059683,6394820,35190112,40.07,98.76,-2.6,2573299,2509023,2493808,17.368283184743,20.857552689739,28.188736576765,56.823049273892,66.902820223453,77.202599239536,0
IN1024,25/45/165 38:87:39,6748045,24792964,5720696,10241762,9721416,16933059,4060417,49201099,3791650,18059541,6357434,35186746,40.06,98.77,-3.4,2576681,2509426,2493881,17.308582526978,20.591261841308,27.747210870893,56.666751670364,66.569948171256,76.660568277088,0
IN1024,25/45/165 38:88:6,6744462,24792322,5715478,10241268,9693913,16931384,4062010,49195367,3794445,18058457,6378723,35185974,40.09,98.79,-4.6,2578644,2508963,2494544,17.305729443895,20.613893542975,27.958807862278,56.576112409971,66.415407962519,76.519944017330,0
IN1024,25/45/165 38:88:34,6738354,24788274,5726031,10242398,9686409,16930999,4053000,49189619,3794336,18057757,6356085,35181443,40.12,98.77,-5.5,2578794,2508251,2493282,17.166745698202,20.608618660055,27.718028601574,56.348619461902,66.649968311172,76.187725005090,0
IN1024,25/45/165 38:89:2,6730333,24783834,5699293,10240319,9696643,16929260,4053925,49187769,3791887,18056913,6357246,35181383,40.10,98.79,-5.9,2582734,2508602,2493056,17.119834324247,20.455000476675,27.684030976618,56.125024630966,65.762871703631,76.239376802279,0
IN1024,25/45/165 38:89:30,6757838,24780826,5731579,10238651,9706570,16928397,4054487,49185213,3793695,18057705,6378851,35182512,40.11,98.80,-6.1,2588356,2511912,2495796,17.043685758975,20.366929128673,27.859654701559,56.415029837122,66.381345212454,76.491702925271,0
IN1024,25/45/165 38:89:57,6755278,24778891,5721318,10237443,9667987,16925934,4058096,49183855,3797157,18056656,6356215,35182815,40.17,98.79,-6.1,2583556,2510612,2494440,17.175192950224,20.566121757288,27.666743495811,56.585000367483,66.446984087891,75.898272731032,0
IN1024,25/45/165 38:90:25,6753566,24774959,5828672,10238306,10069092,16928707,4073809,49184234,3805699,18057800,6383164,35181673,40.12,98.78,-6.2,2589588,2511288,2495615,17.325533354988,20.625603035585,27.896639206512,56.625681802853,69.002235706726,80.923091017745,0
IN1024,25/45/165 38:90:53,6818361,24775258,5789965,10239210,9794287,16926120,4057063,49183978,3797428,18056674,6347147,35184501,40.18,98.79,-6.2,2590929,2511387,2494865,17.044912224592,20.396996569162,27.485998688490,57.353174475452,67.778694849249,77.169027552151,0
IN1024,25/45/165 38:91:20,6769416,24775594,5744483,10238460,9730145,16924968,4058153,49185730,3791691,18055796,6312705,35183763,40.16,98.79,-6.2,2588027,2507836,2490546,17.103705191624,20.322358798709,27.136752340945,56.668498012518,66.625660731207,76.059016418183,0
