Unit#, Date/Time, RF_PMT, RF_Ref, GF_PMT, GF_REF, BF_PMT, BF_REF, RB_PMT, RB_REF, GB_PMT, GB_REF, BB_PMT, BB_REF,Temp ,Pressure, RH%,  PMT DARK, Forw Dark Ref, Back Dark Ref, Back scatt Red, Back scatt Green, Back scatt Blue , Total scatt Red, Total scatt Green, Total scatt Blue, Fan RPM
IN1024,25/45/165 45:122:42,6441559,25069037,5287468,10305427,8010499,17040759,3734456,49791509,3357370,18183935,4617214,35409987,39.27,98.93,-4.8,2595692,2508640,2492106,11.722824341325,9.573489415856,8.363416748759,45.151669089332,43.835901297160,35.692131593786,0
IN1024,25/45/165 45:123:10,6451546,25053110,5288175,10300380,7986603,17034143,3733596,49762439,3354668,18178450,4628729,35396227,39.36,98.93,-5.2,2594593,2505474,2489746,11.737052015282,9.540483643714,8.510364896285,45.374686295994,43.864359970044,35.581935471594,0
IN1024,25/45/165 45:123:38,6446169,25037354,5276360,10296537,7984392,17026512,3733881,49737510,3362808,18173460,4632791,35387105,39.40,98.93,-5.5,2597813,2507730,2492154,11.702564760152,9.666735899841,8.528847461159,45.254009068219,43.675270602496,35.580755615317,0
IN1024,25/45/165 45:124:6,6442000,25025261,5283242,10295392,7980770,17022875,3737730,49717368,3359258,18169603,4637051,35377112,39.51,98.93,-5.8,2602658,2508821,2492735,11.695768283073,9.474154946234,8.532790794948,45.141804083252,43.553073546736,35.506730223275,0
IN1024,25/45/165 45:124:33,6439908,25016483,5280800,10292038,7977434,17018818,3738859,49693845,3358933,18164134,4628512,35367615,39.53,98.93,-5.9,2602426,2509193,2493880,11.726239301235,9.480499467771,8.451619808917,45.168033781135,43.537685711995,35.409657359114,0
IN1024,25/45/165 45:125:1,6433676,25003161,5277246,10291436,7975064,17014120,3741900,49675054,3354054,18158906,4622146,35357630,39.58,98.93,-6.1,2602173,2506639,2491604,11.783236117449,9.374523964290,8.391581931363,45.160171184364,43.335090987860,35.334747192772,0
IN1024,25/45/165 45:125:29,6419359,24996688,5284232,10288700,7963435,17009789,3741767,49655536,3364625,18157014,4629731,35347899,39.65,98.92,-6.3,2604123,2505637,2490168,11.759066716599,9.582305579223,8.462535821156,44.895896644064,43.683046435153,35.260599437422,0
IN1024,25/45/165 45:125:56,6430529,24987286,5279076,10285025,7958521,17006379,3735048,49640737,3367187,18151263,4628885,35340894,39.67,98.93,-6.4,2602877,2504711,2489056,11.679871099726,9.677902903624,8.470239109316,45.034556990132,43.705762099944,35.234442103973,0
IN1024,25/45/165 45:126:24,6420242,24983757,5272270,10284953,7943045,17003927,3739993,49631312,3367002,18150181,4631224,35335645,39.68,98.93,-6.5,2606049,2505562,2490339,11.711147580107,9.600943661604,8.465826986730,44.865800792967,43.392346906499,35.019343551197,0
IN1024,25/45/165 45:126:52,6419977,24975133,5269410,10283575,7944442,17001144,3735024,49616429,3365343,18146574,4634405,35330701,39.69,98.94,-6.6,2606807,2506158,2490613,11.628464646588,9.547475936291,8.494789409626,44.791423181291,43.266368277969,35.070261618343,0
IN1024,25/45/165 45:127:20,6421384,24966104,5262969,10279719,7951301,16998486,3740961,49596723,3369137,18142580,4635829,35322864,39.74,98.93,-6.7,2607976,2505752,2490602,11.709834092723,9.616101055648,8.505706561985,44.900356573852,43.179001951920,35.163016622831,0
IN1024,25/45/165 45:127:47,6412328,24957678,5272750,10277114,7940926,16995743,3740511,49584680,3367259,18142117,4629227,35314514,39.77,98.91,-6.8,2609071,2503173,2488241,11.690539043321,9.545005841543,8.429517880882,44.737658422605,43.322840255230,34.952075751183,0
IN1024,25/45/165 45:128:15,6423936,24952482,5275486,10277023,7937410,16990668,3743908,49570230,3375060,18139325,4635103,35309750,39.79,98.91,-6.9,2609954,2504831,2489126,11.735266520792,9.714624611586,8.488907596696,44.970078444996,43.553313262840,34.989551665055,0
IN1024,25/45/165 45:128:43,6427344,24947789,5270132,10276312,7946954,16990846,3742792,49560213,3369100,18137834,4645086,35305897,39.80,98.93,-6.9,2616003,2506239,2490563,11.628644419722,9.431036203065,8.533088779902,44.837606576870,43.006797290043,35.079443798047,0
IN1024,25/45/165 45:129:10,6425935,24944922,5274693,10274472,7929312,16990329,3752970,49550682,3375093,18136146,4638150,35300013,39.84,98.91,-7.0,2615696,2504264,2488564,11.793570746680,9.582065739360,8.466302137472,44.988242813744,43.277487003196,34.798803119913,0
IN1024,25/45/165 45:129:38,6431010,24940343,5265090,10272609,7946058,16987757,3746495,49539645,3372296,18131835,4634097,35294029,39.84,98.91,-7.0,2619391,2503788,2489297,11.641397673451,9.433499528590,8.386924964036,44.868904943674,42.814620006780,34.887200852402,0
IN1024,25/45/165 45:130:6,6422400,24933730,5277005,10271724,7942935,16984950,3748705,49529773,3374794,18130457,4637206,35289651,39.87,98.91,-7.0,2617579,2503542,2489320,11.707439084225,9.538616510975,8.444983776602,44.845209542171,43.262625512730,34.942411524728,0
IN1024,25/45/165 45:130:33,6418903,24930224,5286778,10272162,7935495,16983528,3751089,49519124,3375668,18128186,4701858,35287820,39.91,98.91,-7.1,2623626,2504162,2488477,11.655057390705,9.417947399807,9.084373565650,44.653730628527,43.235750294164,35.429071036715,0
IN1024,25/45/165 45:131:1,6429420,24926268,5277980,10271501,7946899,16984269,3749991,49508981,3380264,18126893,4637501,35280895,39.94,98.90,-7.1,2621701,2503950,2488858,11.672051842868,9.575916883952,8.411915840513,44.877401068268,43.229651837279,34.915274161584,0
IN1024,25/45/165 45:131:29,6416620,24920457,5282230,10269283,7931930,16981783,3760111,49500228,3383138,18125134,4648326,35277624,39.96,98.92,-7.2,2626788,2505095,2490798,11.753264157433,9.526790858033,8.476543819290,44.694605702057,43.187527420986,34.751716297957,0
IN1024,25/45/165 45:131:57,6421309,24918563,5278897,10269485,7940093,16980156,3753295,49490618,3381176,18122574,4644942,35272859,39.97,98.92,-7.2,2627181,2502125,2488607,11.644849986156,9.471067823519,8.437109631418,44.651101925060,43.013755459517,34.800413130541,0
IN1024,25/45/165 45:132:24,6417626,24910740,5269685,10267284,7934474,16977295,3758056,49476537,3386706,18119423,4640507,35264999,39.99,98.91,-7.2,2625631,2503395,2488377,11.747861158602,9.644275676865,8.412957945208,44.745294521929,43.029166733169,34.747432417412,0
IN1024,25/45/165 45:132:52,6421919,24906582,5287009,10266476,7936102,16976510,3756199,49468885,3388605,18117640,4647818,35260580,40.06,98.89,-7.2,2629699,2503534,2487921,11.660353147441,9.596615234390,8.455492435401,44.674034839755,43.317248855149,34.769091582155,0
IN1024,25/45/165 45:133:20,6421512,24899141,5282541,10265121,7929319,16973878,3759402,49452053,3390343,18114989,4643574,35255068,40.05,98.92,-7.3,2630171,2503680,2488449,11.708049043166,9.628684616034,8.404919596361,44.727263923382,43.238881047072,34.639587108300,0
IN1024,25/45/165 45:133:47,6413973,24894215,5273547,10262115,7937792,16973203,3765610,49438315,3392941,18114329,4648295,35249524,40.12,98.90,-7.3,2634313,2503428,2488442,11.746423753541,9.595491354422,8.420199450639,44.594959982452,42.909079212591,34.714545128314,0
IN1024,25/45/165 45:134:15,6421692,24884847,5279036,10262106,7936583,16969172,3761278,49422482,3394199,18110048,4647817,35244310,40.14,98.92,-7.3,2636529,2504523,2488954,11.650978449003,9.577334874743,8.393109056167,44.614008011505,42.979667281223,34.667100285277,0
IN1024,25/45/165 45:134:43,6425850,24881663,5280221,10261747,7947098,16968653,3762238,49411152,3398076,18107703,4654110,35238498,40.17,98.92,-7.3,2638065,2505168,2490957,11.647220020265,9.638613744575,8.450900549781,44.662148052941,43.041141731534,34.839777838677,0
IN1024,25/45/165 45:135:10,6420311,24875023,5284008,10261957,7939985,16967599,3767007,49401640,3393314,18106387,4648980,35233168,40.22,98.91,-7.1,2642812,2502306,2487126,11.650292398969,9.410237239362,8.346748973622,44.513304288784,42.764794540111,34.586090607756,0
IN1024,25/45/165 45:135:38,6459192,24866277,5315829,10257802,8084872,16963846,3892586,49393684,3597953,18101600,5467744,35226735,40.22,98.90,-6.9,2642556,2502354,2487586,13.598003982818,14.304775128582,17.273176523729,47.104114506858,48.483456930150,45.292417245754,0
IN1024,25/45/165 45:136:6,6483281,24833297,5406675,10249317,8580320,16950528,3942290,49355911,3641902,18090955,5676056,35217121,40.30,98.90,-6.5,2648669,2503690,2487915,14.288358674701,15.225278718809,19.487773888652,48.172707085676,51.572768664083,53.520263312331,0
IN1024,25/45/165 45:136:34,6526173,24806522,5485788,10244875,8759485,16943996,3957402,49318487,3677425,18086821,5761518,35213224,40.39,98.92,-6.3,2647570,2505332,2489243,14.556145141955,16.108834383086,20.437613895163,49.216167347385,54.484987841641,56.703153509085,0
IN1024,25/45/165 45:137:1,6556692,24775010,5530023,10239305,8872300,16935376,3976108,49273473,3690744,18080843,5827676,35208437,40.51,98.90,-6.1,2652743,2505614,2490045,14.787219031887,16.317402666166,21.114074648200,49.939354960494,55.712013769857,58.740541861851,0
IN1024,25/45/165 45:137:29,6568095,24752197,5528644,10237212,8890349,16929215,3992402,49242499,3717203,18074054,5859161,35194995,40.56,98.92,-6.0,2655035,2504479,2488799,15.017137026762,16.903457360381,21.444672402002,50.374444579615,56.216093256357,59.288614436329,0
IN1024,25/45/165 45:137:57,6570302,24733825,5537408,10232439,8945934,16922929,3993945,49209133,3709263,18067263,5865012,35184118,40.65,98.89,-5.8,2658740,2507049,2491532,15.001560919233,16.644506658294,21.490001021638,50.395598026588,56.153196621897,60.019453054164,0
IN1024,25/45/165 45:138:24,6594909,24719306,5557257,10230178,8965021,16919483,3995782,49179420,3713203,18060845,5882937,35173729,40.74,98.91,-5.7,2658628,2504773,2489040,15.044162584111,16.748324404883,21.696267292228,50.866470964669,56.749722637835,60.466704116726,0
IN1024,25/45/165 45:138:52,6601179,24707389,5566419,10226646,8980879,16914383,3996283,49147818,3719700,18054510,5891864,35162956,40.80,98.90,-5.5,2658971,2504867,2488587,15.061277277269,16.906761050383,21.804110999443,51.012751024941,57.160979128756,60.794226142388,0
IN1024,25/45/165 45:139:20,6607919,24697755,5567703,10226023,8993620,16913079,4001383,49124005,3726569,18051890,5892570,35152924,40.83,98.91,-5.4,2658651,2502386,2486525,15.155254972613,17.079837564922,21.824184540383,51.239580323054,57.356509767910,60.967325627400,0
IN1024,25/45/165 45:139:47,6621476,24689712,5573612,10223609,9002747,16910279,3997770,49098416,3726790,18048388,5900692,35143869,40.87,98.91,-5.3,2663144,2504639,2488943,15.041917852680,16.987625041198,21.876816561306,51.300165104674,57.342961467581,61.104069913180,0
IN1024,25/45/165 38:80:15,6616812,24681072,5581834,10221876,9016273,16906999,4003557,49077188,3731869,18044701,5913633,35136516,40.87,98.91,-5.2,2666333,2504031,2488266,15.091483307323,17.037802442004,21.990551385137,51.247312589340,57.527856393115,61.358075517371,0
IN1024,25/45/165 38:80:43,6633900,24676560,5580646,10220924,9014102,16907122,4001724,49057066,3731036,18038493,5913091,35128473,40.91,98.91,-5.0,2663635,2501801,2486383,15.113493945540,17.090391339998,22.022329339074,51.591895151544,57.606628806562,61.385170147901,0
IN1024,25/45/165 38:81:11,6619317,24666623,5588915,10217556,9018081,16902875,4007897,49037763,3731882,18035357,5902420,35121601,40.98,98.90,-4.9,2667065,2502204,2486840,15.166084417728,17.036555507127,21.880219998261,51.387558027833,57.709634002178,61.278716853290,0
IN1024,25/45/165 38:81:38,6611675,24661842,5582464,10216613,9018738,16899534,4007391,49019927,3727519,18029188,5911110,35113562,40.99,98.90,-4.9,2666562,2501625,2486697,15.173931327868,16.953856403975,21.989078252285,51.293348104647,57.483362521450,61.416396246452,0
IN1024,25/45/165 38:82:6,6630524,24656124,5581842,10215736,9023871,16898752,4014152,49004957,3736924,18028733,5919788,35108927,41.00,98.91,-4.8,2676792,2503571,2488679,15.127475115372,16.938026111193,21.979224632337,51.406313493818,57.225754101739,61.358998354188,0
IN1024,25/45/165 38:82:34,6630142,24652189,5591938,10215567,9027828,16897803,4015668,48990357,3729360,18025158,5911263,35102482,41.02,98.91,-4.7,2675126,2501470,2486643,15.182715179488,16.799217993767,21.909123963025,51.487314177120,57.359522447059,61.351339454343,0
IN1024,25/45/165 38:83:1,6639472,24645891,5589877,10215427,9034388,16897055,4016985,48976530,3742340,18023576,5925294,35095606,41.10,98.89,-4.8,2678438,2502807,2488342,15.159953615851,17.039139704913,22.040810928310,51.583848409323,57.483305787257,61.539008874567,0
IN1024,25/45/165 38:83:29,6627397,24642507,5592796,10215300,9041064,16894401,4015745,48966472,3743347,18019512,5909584,35090754,41.11,98.88,-5.2,2680649,2503716,2488903,15.111224017499,17.018501739722,21.851888611314,51.319402059081,57.490462556385,61.424903294662,0
IN1024,25/45/165 38:83:57,6628846,24636484,5596292,10215010,9014398,16893207,4019899,48949858,3743903,18015190,5904337,35083826,41.13,98.88,-5.6,2683184,2505361,2490848,15.145105756447,16.981950760479,21.777552249719,51.358087801878,57.496358677132,61.010902393788,0
IN1024,25/45/165 38:84:24,6629876,24631708,5596313,10213199,9011691,16891375,4021928,48932859,3737080,18012697,5904112,35076866,41.17,98.88,-6.0,2683335,2503536,2488289,15.181117210133,16.814987943380,21.779054312684,51.416790598470,57.326515918844,60.978441167752,0
IN1024,25/45/165 38:84:52,6637096,24627064,5593344,10210251,9023784,16888691,4021313,48918105,3740484,18011542,5900916,35071862,41.22,98.89,-6.3,2690361,2502965,2488491,15.068874341282,16.730893693989,21.673935275657,51.319559222444,57.018147065793,60.947580391304,0
IN1024,25/45/165 38:85:20,6638742,24619151,5601970,10211112,9032179,16887009,4023213,48905217,3742941,18007345,5906948,35069389,41.25,98.90,-6.9,2693284,2504359,2489404,15.059060000694,16.727966908639,21.711540349180,51.315857642736,57.161132648699,61.068400139323,0
IN1024,25/45/165 38:85:48,6635569,24614901,5595059,10210093,9019028,16885487,4023617,48894954,3752203,18008231,5909013,35063052,41.28,98.88,-7.2,2692936,2503888,2488878,15.075982624382,16.957998651831,21.747351365889,51.299188129422,57.235705916790,60.956765440925,0
IN1024,25/45/165 38:86:15,6647321,24610369,5601763,10207742,9003715,16881753,4027063,48887326,3748936,18005027,5908321,35060775,41.32,98.90,-7.1,2695405,2502290,2487587,15.094039200266,16.823371013813,21.713660204987,51.474131615004,57.212720909215,60.717379460556,0
IN1024,25/45/165 38:86:43,6633846,24604568,5590084,10205941,9036041,16881889,4028430,48879227,3759399,18004740,5912380,35057835,41.28,98.90,-7.2,2696235,2501715,2486718,15.105177388565,17.052620333699,21.749378644303,51.270754905746,57.143050287173,61.131774171708,0
IN1024,25/45/165 38:87:11,6654708,24606667,5602618,10206667,9042444,16882755,4028972,48887780,3748289,18004865,5915107,35061265,41.30,98.91,-7.1,2699013,2503119,2488150,15.067151931262,16.721595204880,21.747007029505,51.520295589434,57.059797057892,61.176881358850,0
IN1024,25/45/165 38:87:39,6652677,24601824,5611484,10206518,9029562,16879268,4033920,48882599,3756363,18002475,5917232,35059536,41.36,98.88,-7.1,2703130,2504057,2489007,15.084015330142,16.824290544219,21.732473760330,51.456470313889,57.292517740608,60.983143908530,0
IN1024,25/45/165 38:88:6,6648960,24595720,5608404,10205241,9042703,16879960,4039327,48876952,3761709,18004242,5934681,35061105,41.34,98.89,-7.0,2704060,2503884,2488796,15.155903568011,16.926071318564,21.909526133243,51.470425618914,57.304403304856,61.302747261435,0
IN1024,25/45/165 38:88:34,6637858,24592481,5618034,10203647,9042351,16878528,4040533,48873235,3765877,18003097,5939511,35057386,41.33,98.90,-7.0,2701476,2502639,2487304,15.215782470020,17.086901164437,21.991844925007,51.399248436328,57.769982429708,61.412052638821,0
IN1024,25/45/165 38:89:2,6653036,24591778,5625986,10204325,9060807,16880108,4037634,48872949,3768370,18004249,5942979,35060366,41.33,98.90,-7.0,2705146,2503618,2488788,15.113948825538,17.059193403709,21.988005441558,51.486543764052,57.851036898989,61.585458964917,0
IN1024,25/45/165 38:89:29,6651385,24589220,5616115,10202316,9064389,16878282,4038807,48872458,3768544,18003705,5941816,35057541,41.31,98.88,-7.0,2709173,2501972,2487093,15.069416467999,16.966039275015,21.934684103174,51.354268789931,57.418645516614,61.529943803786,0
IN1024,25/45/165 38:89:57,6643708,24589708,5632105,10203791,9055835,16877804,4045955,48873600,3767253,18003129,5955705,35057806,41.31,98.89,-7.0,2716066,2504590,2488923,15.073176427066,16.772413042590,22.010956318097,51.130181308550,57.459719004144,61.432311707640,0
IN1024,25/45/165 38:90:25,6654356,24589147,5621055,10205794,9074686,16879902,4044813,48873649,3770598,18004729,5944271,35058490,41.27,98.91,-7.0,2711850,2503483,2488474,15.120133142277,16.948838992548,21.927487764030,51.412845516119,57.436224277885,61.609936000416,0
IN1024,25/45/165 38:90:52,6657897,24589565,5634870,10203335,9083869,16878947,4044246,48875879,3774337,18003489,5941189,35057685,41.30,98.90,-7.0,2713381,2504116,2488824,15.087047383641,17.005548442688,21.880269924082,51.413108167603,57.826911348683,61.666741721577,0
